element_id,name
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1202,image enhancement algorithms
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1203,visual quality of OPMDs images
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1204,multiscale retinex algorithm
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1205,object detection ability in the computer vision model
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1206,misdiagnosis and missed diagnosis of OPMDs lesions in object detection model
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1207,Laparoscopic surgery
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1208,Robotic surgery
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1209,Re-exploration rate
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1210,Laparoscopic surgery and Robotic surgery
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1211,Length of hospital stay
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1212,R0 resection rate
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1213,Rate of conversion
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1214,Spleen preservation rate
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1215,CHD1
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1216,chromatin dynamics
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1217,gene expression
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1218,DNA repair
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1219,genomic stability
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1220,tumour suppressor in prostate cancer
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1221,neuroendocrine differentiation in prostate cancer
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1222,loss of CHD1
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1223,aggressive phenotypes in prostate cancer
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1224,resistance to androgen receptor therapies
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1225,synthetic lethality with PTEN loss
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1226,breast cancer
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1227,ovarian cancer
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1228,hematological cancers
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1229,"chromatin accessibility in breast, ovarian, and hematological cancers"
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1230,"transcription regulation in breast, ovarian, and hematological cancers"
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1231,"therapy resistance in breast, ovarian, and hematological cancers"
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1232,Immune effector cell-associated neurotoxicity syndrome
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1233,CD19-directed CAR T-cell therapy
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1234,EEG
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1235,Pre-infusion EEG abnormalities
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1236,Post-infusion qualitative EEG abnormalities
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1237,Higher theta energy in post-infusion EEGs
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1238,Higher delta + theta/alfa ratio in post-infusion EEGs
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1239,Higher beta energy in post-infusion EEGs
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1240,Immune effector cell-associated neurotoxicity syndrome before CAR T-cell infusion
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1241,Immune effector cell-associated neurotoxicity syndrome following infusion
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1242,financial toxicity
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1243,older Indian patients with cancer
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1244,COST-FACIT scale
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1245,CFPB Financial Well-Being Scale
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1246,poor quality of life
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1247,higher distress
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1248,higher financial toxicity on the COST-FACIT scale
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1249,poor financial well-being on the CFPB scale
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1250,history of tobacco chewing
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1251,greater financial toxicity
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1252,"monthly family income less than ₹50,000"
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1253,lack of health insurance
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1254,illiteracy
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1255,depression
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1256,cognitive impairment
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1257,Testosterone
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1258,development of benign prostatic hyperplasia
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1259,Prostatic inflammation
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1260,Testicular cancer survivors
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1261,benign prostatic hyperplasia
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1262,Receipt of chemotherapy
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1263,incidence of benign prostatic hyperplasia
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1264,Diagnosis of hypogonadism prior to BPH
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1265,Age at diagnosis
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1266,Inpatient rehabilitation
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1267,patients with brain metastases
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1268,Patients with brain metastasis
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1269,inpatient rehabilitation
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1270,Median length of inpatient rehabilitation
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1271,19.2 days
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1272,33 patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1273,home
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1274,1 patient
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1275,long-term care facility
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1276,3 patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1277,acute care ward
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1278,2 patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1279,palliative care
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1280,Functional Independence Measure
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1281,Weighted average total Functional Independence Measure percent gain
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1282,14.9%
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1283,Average Functional Independence Measure efficiency
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1284,0.61
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1285,Weighted average motor Functional Independence Measure gain
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1286,cognitive Functional Independence Measure gain
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1287,16.5%
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1288,Weighted average cognitive Functional Independence Measure gain
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1289,3.6%
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1290,functional status in patients with brain metastases
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1291,independence in patients with brain metastases
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1292,Resistance training
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1293,inflammatory markers in patients with colon cancer undergoing adjuvant chemotherapy
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1294,Patients in the highest tertile of baseline hsCRP
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1295,relative dose intensity >70%
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1296,Changes in inflammatory markers
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1297,relative dose intensity
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1298,"Patients in the highest tertiles of hsCRP, interleukin-6, and tumor necrosis factor-α receptor-II"
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1299,baseline body mass index
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1300,total lean mass
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1301,total fat mass
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1302,Rectal cancer
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1303,mortality in the United States
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1304,Locally advanced rectal cancer
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1305,up to T3-4 N+
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1306,Standard of care for locally advanced rectal cancer
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1307,total mesorectal excision following neoadjuvant chemoradiotherapy
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1308,Magnetic resonance imaging
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1309,local tumor staging
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1310,post-treatment restaging
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1311,MRI-based radiomic model
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1312,characteristic features of peritumoral mesorectal fat
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1313,Patients with locally advanced rectal cancer
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1314,pre- and post-neoadjuvant chemoradiotherapy MRI scans
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1315,Patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1316,good responders or poor responders to neoadjuvant therapy based on MRI findings
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1317,MRI findings
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1318,"tumor volume reduction, signal intensity changes on T2-weighted and diffusion-weighted imaging, alterations in circumferential resection margin and extramural vascular invasion status"
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1319,Radiomic model
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1320,LASSO algorithm for feature selection and regularization
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1321,LASSO algorithm
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1322,"shape_Sphericity, shape_Maximum2DDiameterSlice, glcm_Imc2"
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1323,Radiomic logistic regression model
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1324,selected radiomic features
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1325,0.76
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1326,responders and non-responders to neoadjuvant chemoradiotherapy
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1327,lesions with high likelihood of requiring surgery
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1328,lesions potentially managed with medical treatment alone
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1329,Ultrasound monochromatic Superb Microvascular Index
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1330,malignancy of solid focal lesions
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1331,Vascular index
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1332,bioptic histological results
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1333,Monochromatic Superb Microvascular Index examination
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1334,extremely low-velocity flows
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1335,during mSMI examination
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1336,Bioptic procedures
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1337,ultrasound guidance
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1338,Malignant lesions
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1339,benign lesions
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1340,Vascular index in malignant lesions
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1341,35.45%
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1342,Vascular index in benign lesions
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1343,11%
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1344,Threshold vascular index value
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1345,malignant lesions
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1346,Vascular index with mSMI
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1347,0.878
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1348,Monochromatic Superb Microvascular Index analysis
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1349,histological findings in malignant/benign predictive value
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1350,histological vascular changes in malignant lesions
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1351,ICRP 103 model
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1352,US EPA model
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1353,BEIR VII model
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1354,oncogenic risk related to radiation exposure
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1355,different oncogenic risk models
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1356,"organ, leukemia, and all-cancer risk values"
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1357,intraclass correlation coefficient
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1358,different risk models
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1359,Friedman test
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1360,different models
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1361,Ion channels
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1362,tumor progression
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1363,proliferation
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1364,apoptosis
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1365,Voltage-gated potassium (Kv) channels
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1366,oncogenic signaling pathways
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1367,Voltage-gated sodium (Nav) channels
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1368,Scorpion venom peptides
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1369,selective ion-channel-blocking properties
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1370,antineoplastic activity
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1371,Bioactive fractions derived from Chihuahuanus coahuilae
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1372,breast cancer cell lines
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1373,Venom-derived peptides
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1374,cancer cell homeostasis
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1375,ion fluxes
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1376,metastatic traits
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1377,Ion-channel-targeting peptides
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1378,selective anticancer agents
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1379,Vipera ammodytes venom
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1380,Phospholipases A2
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1381,C-type lectins
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1382,metalloproteinases
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1383,cytotoxic properties
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1384,anti-proliferative properties
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1385,tumor-inhibiting properties
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1386,"melanoma cell lines M001, Me501, and A375"
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1387,approximately 1.1 µg/mL in melanoma cell lines
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1388,Combined treatment with Vipera ammodytes venom and cisplatin
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1389,cytotoxicity compared to single-agent treatments
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1390,cisplatin in resistant melanoma cell lines M001 and Me501
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1391,Vipera ammodytes venom and cisplatin combination
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1392,cell mortality by up to 40% in resistant melanoma cell lines
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1393,A375 cell line
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1394,cisplatin
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1395,morphological changes in melanoma cells
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1396,Vipera ammodytes venom components
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1397,melanoma cells in muscle-associated metastases
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1398,Cisplatin
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1399,established cytotoxicity
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1400,MyPal project
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1401,palliative care support for patients with cancer
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1402,electronic patient-reported outcomes eHealth platform
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1403,MyPal for adults
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1404,co-designed palliative care mobile app
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1405,adults with cancer
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1406,participants
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1407,intervention content useful
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1408,satisfactory usability
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1409,Post-Study System Usability Questionnaire score
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1410,2.458
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1411,System Usability Scale score
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1412,68.9
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1413,User Experience Questionnaire aspects
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1414,usability quality benchmarks
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1415,qualitative analysis
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1416,43 usability issues
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1417,usability issues
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1418,effectiveness and efficiency as defined in ISO 9241-210
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1419,MyPal for adults app
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1420,digital tool designed to enhance the palliative care experience
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1421,study findings
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1422,user-friendly interface
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1423,positive patient experiences
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1424,Bronchial sleeve lobectomies
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1425,technically challenging procedures
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1426,Robotic technique
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1427,advantages for anastomosis
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1428,Uniportal robotic sleeve lower lobectomy
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1429,endobronchial tumour of the lower lobe
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1430,Endobronchial tumour of the lower lobe
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1431,distal end of the intermediate bronchus
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1432,4-cm skin incision
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1433,sixth intercostal space in the middle axillary line
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1434,30-degree 10-mm camera
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1435,posterior edge of the incision
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1436,Right lower sleeve lobectomy
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1437,end-to-end anastomosis between proximal intermediate bronchial stump and middle lobe bronchial stump
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1438,Postoperative endobronchial examination
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1439,well-done anastomosis
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1440,postoperative day 5
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1441,Histologic examination
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1442,2-cm atypical carcinoid without lymph node involvement
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1443,Glioblastoma
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1444,brain cancer
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1445,low survival rate
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1446,frequently invasive
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1447,Epithelial-mesenchymal transition biomarkers
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1448,glioblastoma cells
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1449,chemoresistance
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1450,relapse after treatment
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1451,Marine eukaryotic microalgae
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1452,secondary metabolites with biological activity
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1453,Dinoflagellates belonging to Amphidinium carterae
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1454,neurotoxins
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1455,cytotoxic compounds
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1456,Chemical extracts from Amphidinium carterae
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1457,EMT markers in T98G human GBM cells
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1458,proliferation capability of GBM cells
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1459,migration capability of GBM cells
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1460,Allium pseudojaponicum Makino extracts
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1461,cell viability in A549 and H460 cells
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1462,cell viability to 38.6% in A549-Ctr cells at 40 µg/mL after 48 h
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1463,cell viability to 37.2% in A549-CR cells at 40 µg/mL after 48 h
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1464,cell viability to 28.4% in H460-Ctr cells at 40 µg/mL after 48 h
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1465,cell viability to 30.4% in H460-CR cells at 40 µg/mL after 48 h
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1466,colony formation by over 90% in 2D and soft agar assays
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1467,normal human keratinocytes up to 80 µg/mL
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1468,G1 phase arrest in A549-Ctr and A549-CR cells
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1469,cyclin D1
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1470,CDK4
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1471,cyclin E
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1472,CDK2
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1473,phosphorylated STAT3
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1474,c-Myc expression
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1475,STAT3 knockdown
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1476,effects of Allium pseudojaponicum Makino extracts
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1477,STAT3 signaling pathway
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1478,lycorine
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1479,tazettine
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1480,tricetin
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1481,alkaloids
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1482,flavonoids
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1483,Xanthocillin X dimethyl ether
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1484,triple-negative breast cancer
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1485,hemin
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1486,Hemin
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1487,heme
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1488,intracellular regulatory heme
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1489,mitochondria
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1490,mitochondrial cytochromes
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1491,electron transport chain
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1492,mitochondrial complexes
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1493,mitochondrial respiration
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1494,Inhibitory activity of Xanthocillin X dimethyl ether on mitochondrial function
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1495,anti-triple-negative breast cancer effects
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1496,Resistance to PARP inhibitors
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1497,ovarian cancer treatment
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1498,Gukulenin A
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1499,marine sponge Phorbas gukhulensis
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1500,olaparib-induced cytotoxicity in human ovarian cancer cells
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1501,Combination treatment of Gukulenin A and olaparib
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1502,reactive oxygen species levels
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1503,lipid peroxidation
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1504,ferroptotic cell death
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1505,apoptotic cell death
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1506,Oxidative stress-related pathways
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1507,ferroptosis induced by combination treatment
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1508,Inhibition of NADPH oxidase
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1509,combination-induced cell death
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1510,Ferrostatin-1
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1511,lipid peroxidation and cytotoxicity induced by combination treatment
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1512,Gukulenin A and olaparib treatment
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1513,ERK1/2 activation
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1514,ERK overexpression
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1515,Marine-derived Gukulenin A
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1516,PARP inhibitor efficacy in ovarian cancer cells
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1517,ferroptosis through oxidative stress and ERK pathway modulation
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1518,Colorectal cancer
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1519,third most common malignancy
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1520,Marine-derived quinolone alkaloids
4:21a121b1-edc6-4f27-92d9-a818cb434acd:1521,antitumor properties
